SaleId,Country,Category,Product,Qty,Price,Amount,Sale_Date
67,Oman,Perfumes,Ocean Breeze,5.0,4.49,22.45,2024-06-16
68,Oman,Jeans,Slim Fit,4.0,3.77,15.08,2024-11-12
69,Oman,Water bottles,Steel Flask,2.0,4.81,9.62,2024-10-24
70,Oman,Shoes,Loafers,3.0,2.55,7.65,2024-12-26
71,Oman,TShirts,V-Neck,5.0,4.13,20.65,2024-10-14
72,Oman,Smart Phone,Pixel Max,1.0,5.1,5.1,2024-09-11
73,Oman,Shoes,Sports Shoes,2.0,4.38,8.76,2025-04-20
74,Oman,Perfumes,Floral Mist,5.0,4.55,22.75,2024-12-17
75,Oman,Smart Phone,Android Pro,3.0,3.21,9.63,2024-08-20
76,Oman,TShirts,Printed Tee,5.0,5.45,27.25,2024-09-01
77,Oman,TShirts,Round Neck,3.0,2.87,8.61,2024-09-02
78,Oman,Jeans,Relaxed Fit,1.0,4.62,4.62,2024-07-01
79,Oman,Smart Phone,OnePlus Neo,,3.49,,2024-08-04
80,Oman,Shoes,Sneakers,1.0,3.99,3.99,2025-03-24
81,Oman,Smart Phone,Moto Edge,4.0,5.2,20.8,2024-05-30
82,Oman,Shoes,Sneakers,4.0,4.43,17.72,2025-05-16
83,Oman,Jeans,Relaxed Fit,5.0,3.79,18.95,2024-11-03
84,Oman,Smart Phone,Android Pro,2.0,5.5,11.0,2024-10-01
85,Oman,Smart Phone,Moto Edge,4.0,4.01,16.04,2024-12-06
86,Oman,Water bottles,Thermo Flask,1.0,3.72,3.72,2025-02-25
87,Oman,Jeans,Slim Fit,3.0,5.55,16.65,2025-01-25
88,Oman,Water bottles,Steel Flask,2.0,3.89,7.78,2024-08-30
89,Oman,Water bottles,Plastic Sipper,3.0,5.23,15.69,2024-06-01
90,Oman,Shoes,Loafers,1.0,4.35,4.35,2025-01-31
91,Oman,Smart Phone,iSmart X,2.0,2.49,4.98,2025-04-02
92,Oman,TShirts,Polo Tee,2.0,2.37,4.74,2024-09-09
93,Oman,Water bottles,Glass Bottle,2.0,3.04,6.08,2024-10-28
94,Oman,Perfumes,Citrus Splash,4.0,2.48,9.92,2025-03-31
95,Oman,Smart Phone,Galaxy S,3.0,4.62,13.86,2024-11-11
96,Oman,Water bottles,Sport Bottle,5.0,3.07,15.35,2024-10-23
97,Oman,TShirts,Full Sleeve,1.0,4.65,4.65,2024-06-16
98,Oman,Shoes,Sandals,4.0,3.75,15.0,2025-05-07
99,Oman,Water bottles,Glass Bottle,1.0,4.57,4.57,2024-10-17
100,Oman,Water bottles,Copper Bottle,2.0,5.15,10.3,2025-04-09
101,Oman,Shoes,Formal Shoes,2.0,3.4,6.8,2024-09-08
102,Oman,Perfumes,Ocean Breeze,,4.59,,2024-12-18
103,Oman,TShirts,V-Neck,4.0,2.38,9.52,2024-07-14
104,Oman,Water bottles,Plastic Sipper,5.0,5.26,26.3,2024-09-05
105,Oman,Smart Phone,Pixel Max,4.0,4.16,16.64,2025-03-10
106,Oman,Water bottles,Glass Bottle,4.0,2.74,10.96,2024-09-29
107,Oman,Smart Phone,Moto Edge,2.0,3.95,7.9,2025-04-22
108,Oman,Perfumes,Amber Spice,1.0,4.65,4.65,2024-08-14
109,Oman,Perfumes,Oud Royale,3.0,4.12,12.36,2025-05-14
110,Oman,Water bottles,Steel Flask,1.0,3.34,3.34,2025-05-04
111,Oman,Perfumes,Lavender Calm,2.0,2.58,5.16,2024-12-14
112,Oman,Perfumes,Lavender Calm,1.0,5.55,5.55,2024-08-14
113,Oman,Water bottles,Copper Bottle,4.0,5.23,20.92,2024-09-29
114,Oman,Jeans,Skinny Jeans,5.0,3.21,16.05,2024-10-15
115,Oman,Jeans,Regular Fit,5.0,3.2,16.0,2025-02-05
116,Oman,Water bottles,Thermo Flask,4.0,5.17,20.68,2024-07-20
117,Oman,Perfumes,Ocean Breeze,1.0,3.41,3.41,2024-10-11
118,Oman,TShirts,Full Sleeve,3.0,3.27,9.81,2024-11-14
119,Oman,Jeans,Bootcut,4.0,2.52,10.08,2025-04-15
120,Oman,Jeans,Tapered,2.0,4.72,9.44,2024-07-12
121,Oman,Water bottles,Plastic Sipper,2.0,3.21,6.42,2025-03-11
122,Oman,Jeans,Bootcut,5.0,4.81,24.05,2024-07-25
123,Oman,Smart Phone,OnePlus Neo,4.0,5.37,21.48,2024-06-28
124,Oman,Shoes,Casual Shoes,1.0,4.61,4.61,2024-12-10
125,Oman,Smart Phone,Galaxy S,5.0,3.55,17.75,2025-01-04
126,Oman,Perfumes,,1.0,4.01,4.01,2024-12-20
127,Oman,Perfumes,Lavender Calm,3.0,5.1,15.3,2025-04-28
128,Oman,TShirts,Full Sleeve,4.0,3.39,13.56,2025-04-13
129,Oman,Smart Phone,iSmart X,2.0,3.73,7.46,2024-09-24
130,Oman,Smart Phone,iSmart X,1.0,3.5,3.5,2024-10-04
131,Oman,Perfumes,Floral Mist,4.0,4.1,16.4,2025-04-03
132,Oman,Jeans,Bootcut,1.0,3.12,3.12,2024-12-19
133,Oman,TShirts,Printed Tee,2.0,3.27,6.54,2024-06-08
134,Oman,Shoes,Sneakers,1.0,5.23,5.23,2024-06-24
135,Oman,TShirts,Full Sleeve,3.0,3.52,10.56,2024-08-03
136,Oman,Water bottles,Steel Flask,2.0,5.1,10.2,2024-06-13
137,Oman,Smart Phone,iSmart X,1.0,3.53,3.53,2025-05-20
138,Oman,Water bottles,Copper Bottle,5.0,4.59,22.95,2024-10-12
139,Oman,Smart Phone,Pixel Max,2.0,4.46,8.92,2025-01-17
140,Oman,Perfumes,Ocean Breeze,2.0,2.64,5.28,2025-05-09
141,Oman,Jeans,Relaxed Fit,2.0,5.3,10.6,2025-04-09
142,Oman,Jeans,Tapered,5.0,3.97,19.85,2024-09-03
143,Oman,Jeans,,2.0,4.59,9.18,2024-12-29
144,Oman,Smart Phone,Pixel Max,3.0,2.66,7.98,2024-11-21
145,Oman,Water bottles,Thermo Flask,5.0,4.72,23.6,2025-03-11
146,Oman,TShirts,Round Neck,4.0,5.36,21.44,2024-08-21
147,Oman,Water bottles,Sport Bottle,3.0,3.32,9.96,2024-12-28
148,Oman,Jeans,Slim Fit,5.0,2.5,12.5,2024-09-15
149,Oman,Smart Phone,iSmart X,4.0,4.0,16.0,2024-10-03
150,Oman,Shoes,Sandals,4.0,4.24,16.96,2025-01-12
151,Oman,Jeans,Bootcut,5.0,3.58,17.9,2024-12-28
152,Oman,Shoes,Formal Shoes,5.0,2.91,14.55,2025-01-10
153,Oman,Water bottles,Sport Bottle,2.0,3.42,6.84,2025-01-20
154,Oman,Jeans,Regular Fit,,5.33,,2024-11-08
155,Oman,Shoes,Formal Shoes,3.0,3.15,9.45,2024-06-04
156,Oman,Perfumes,Citrus Splash,1.0,4.91,4.91,2024-08-27
157,Oman,Jeans,Slim Fit,5.0,4.01,20.05,2024-12-03
158,Oman,Smart Phone,Galaxy S,4.0,4.34,17.36,2024-06-25
159,Oman,Water bottles,Sport Bottle,3.0,2.79,8.37,2025-05-15
160,Oman,TShirts,Printed Tee,3.0,4.35,13.05,2025-01-27
161,Oman,Jeans,Relaxed Fit,4.0,3.97,15.88,2024-07-17
162,Oman,Jeans,,3.0,5.15,15.45,2024-11-09
163,Oman,Shoes,Sneakers,1.0,4.72,4.72,2024-06-01
164,Oman,Jeans,Bootcut,4.0,2.62,10.48,2024-08-29
165,Oman,Perfumes,Oud Royale,5.0,4.02,20.1,2024-09-17
166,Oman,Jeans,Bootcut,3.0,5.0,15.0,2025-02-09
167,Oman,Jeans,Slim Fit,4.0,4.49,17.96,2025-03-03
168,Oman,TShirts,Full Sleeve,3.0,4.78,14.34,2025-04-16
169,Oman,TShirts,V-Neck,4.0,4.12,16.48,2024-07-16
170,Oman,Jeans,Skinny Jeans,,3.39,,2025-03-29
171,Oman,Water bottles,Copper Bottle,4.0,3.66,14.64,2024-07-15
172,Oman,Shoes,Sneakers,3.0,4.29,12.87,2025-03-27
173,Oman,Water bottles,Sport Bottle,2.0,2.95,5.9,2024-10-04
174,Oman,Smart Phone,Moto Edge,2.0,4.81,9.62,2024-12-24
175,Oman,Shoes,Sandals,3.0,2.45,7.35,2025-05-13
176,Oman,Perfumes,Ocean Breeze,4.0,4.41,17.64,2024-11-24
177,Oman,Perfumes,Amber Spice,5.0,4.77,23.85,2024-09-17
178,Oman,Jeans,Slim Fit,,3.42,,2025-04-07
179,Oman,Water bottles,Copper Bottle,5.0,4.99,24.95,2024-12-30
180,Oman,Perfumes,Lavender Calm,4.0,5.12,20.48,2024-08-24
181,Oman,Jeans,Bootcut,2.0,3.36,6.72,2025-02-14
182,Oman,Perfumes,Amber Spice,1.0,4.61,4.61,2024-10-07
183,Oman,Water bottles,Thermo Flask,5.0,3.55,17.75,2025-01-20
184,Oman,Smart Phone,iSmart X,4.0,2.35,9.4,2025-05-03
185,Oman,Water bottles,Glass Bottle,3.0,3.79,11.37,2024-08-25
186,Oman,Shoes,Formal Shoes,5.0,3.32,16.6,2024-10-22
187,Oman,Perfumes,Citrus Splash,4.0,3.13,12.52,2025-04-29
188,Oman,Water bottles,Copper Bottle,2.0,2.79,5.58,2024-08-06
189,Oman,Shoes,Formal Shoes,4.0,4.81,19.24,2025-03-25
190,Oman,TShirts,Polo Tee,3.0,5.54,16.62,2024-10-15
191,Oman,Water bottles,Glass Bottle,5.0,3.75,18.75,2025-05-08
192,Oman,Water bottles,Thermo Flask,3.0,3.16,9.48,2025-04-14
193,Oman,Perfumes,Oud Royale,1.0,5.43,5.43,2024-12-22
194,Oman,Smart Phone,OnePlus Neo,4.0,4.61,18.44,2025-04-24
195,Oman,Water bottles,Sport Bottle,1.0,2.48,2.48,2024-08-01
196,Oman,Smart Phone,Pixel Max,5.0,3.85,19.25,2025-03-17
197,Oman,Perfumes,Floral Mist,2.0,5.21,10.42,2025-03-13
198,Oman,Shoes,Casual Shoes,4.0,4.24,16.96,2024-06-23
199,Oman,Water bottles,Plastic Sipper,5.0,2.86,14.3,2024-07-04
200,Oman,Shoes,Sports Shoes,2.0,5.2,10.4,2025-02-26
