SaleId,Country,Category,Product,Qty,Price,Amount,Sale_Date
146,Germany,TShirts,Printed Tee,5.0,7.36,36.8,2025-05-12
147,Germany,Water bottles,Steel Flask,1.0,7.54,7.54,2024-06-05
148,Germany,TShirts,Polo Tee,2.0,8.37,16.74,2024-08-27
149,Germany,TShirts,Printed Tee,4.0,7.3,29.2,2024-05-23
150,Germany,Smart Phone,Android Pro,5.0,9.08,45.4,2025-03-11
151,Germany,Water bottles,Steel Flask,4.0,13.05,52.2,2024-10-10
152,Germany,Jeans,Relaxed Fit,3.0,12.09,36.27,2024-06-10
153,Germany,Shoes,Sandals,,9.05,,2025-04-19
154,Germany,TShirts,Polo Tee,4.0,8.7,34.8,2024-07-11
155,Germany,Jeans,Tapered,4.0,11.74,46.96,2024-11-02
156,Germany,Shoes,Sandals,3.0,10.06,30.18,2024-05-25
157,Germany,Shoes,Casual Shoes,1.0,12.64,12.64,2025-05-21
158,Germany,Perfumes,Amber Spice,4.0,10.22,40.88,2025-03-10
159,Germany,TShirts,Full Sleeve,1.0,6.82,6.82,2025-01-25
160,Germany,Jeans,Slim Fit,4.0,10.67,42.68,2024-12-15
161,Germany,TShirts,Full Sleeve,5.0,8.6,43.0,2024-11-01
162,Germany,Water bottles,Sport Bottle,3.0,12.69,38.07,2025-02-14
163,Germany,Jeans,Regular Fit,2.0,7.23,14.46,2024-08-12
164,Germany,Jeans,Tapered,3.0,10.64,31.92,2024-07-10
165,Germany,Smart Phone,Moto Edge,1.0,7.81,7.81,2025-04-25
166,Germany,Smart Phone,OnePlus Neo,1.0,6.55,6.55,2024-10-04
167,Germany,TShirts,Sleeveless,1.0,8.35,8.35,2024-05-28
168,Germany,Shoes,Formal Shoes,4.0,7.73,30.92,2024-05-24
169,Germany,Perfumes,Floral Mist,,8.83,,2024-11-28
170,Germany,Smart Phone,Pixel Max,2.0,8.12,16.24,2024-07-02
171,Germany,Water bottles,Plastic Sipper,2.0,6.61,13.22,2024-11-13
172,Germany,Shoes,Loafers,2.0,5.96,11.92,2025-02-14
173,Germany,Jeans,Regular Fit,4.0,7.19,28.76,2025-03-29
174,Germany,Jeans,Slim Fit,1.0,8.26,8.26,2024-11-16
175,Germany,TShirts,Printed Tee,3.0,11.62,34.86,2024-12-18
176,Germany,Shoes,Sneakers,3.0,10.5,31.5,2025-01-28
177,Germany,Perfumes,Citrus Splash,4.0,7.22,28.88,2024-08-24
178,Germany,Shoes,Sneakers,4.0,10.99,43.96,2025-01-04
179,Germany,Jeans,Regular Fit,1.0,7.2,7.2,2024-06-12
180,Germany,Water bottles,Glass Bottle,5.0,8.94,44.7,2025-01-25
181,Germany,Perfumes,Amber Spice,1.0,11.41,11.41,2024-06-25
182,Germany,TShirts,Full Sleeve,1.0,8.24,8.24,2025-03-24
183,Germany,Perfumes,Amber Spice,4.0,7.69,30.76,2024-06-11
184,Germany,TShirts,Polo Tee,3.0,11.66,34.98,2024-11-02
185,Germany,Perfumes,Ocean Breeze,5.0,9.33,46.65,2024-08-14
186,Germany,Water bottles,Steel Flask,2.0,10.12,20.24,2024-10-29
187,Germany,Shoes,Sandals,4.0,10.78,43.12,2024-10-09
188,Germany,Jeans,Regular Fit,,12.99,,2024-06-21
189,Germany,Jeans,Relaxed Fit,,9.87,,2024-07-19
190,Germany,Jeans,Tapered,1.0,9.77,9.77,2024-08-05
191,Germany,Water bottles,Steel Flask,1.0,11.89,11.89,2025-01-11
192,Germany,Shoes,Sandals,1.0,7.99,7.99,2024-10-07
193,Germany,Smart Phone,OnePlus Neo,1.0,7.07,7.07,2025-04-26
194,Germany,Water bottles,Glass Bottle,1.0,11.23,11.23,2024-06-30
195,Germany,TShirts,Round Neck,5.0,11.43,57.15,2025-02-24
196,Germany,Shoes,Sandals,4.0,7.23,28.92,2025-04-12
197,Germany,Shoes,Sandals,2.0,11.84,23.68,2025-03-07
198,Germany,Perfumes,Ocean Breeze,1.0,13.31,13.31,2024-10-04
199,Germany,Smart Phone,Moto Edge,5.0,7.18,35.9,2024-08-25
200,Germany,Smart Phone,Moto Edge,5.0,11.38,56.9,2024-10-27
