SaleId,Country,Category,Product,Qty,Price,Amount,Sale_Date
150,India,Water bottles,Thermo Flask,4,818.0,3272.0,2025-04-16
151,India,Smart Phone,Android Pro,3,1091.0,3273.0,2025-02-18
152,India,Smart Phone,Moto Edge,3,632.0,1896.0,2024-10-28
153,India,Jeans,Slim Fit,4,872.0,3488.0,2024-09-23
154,India,Jeans,Tapered,5,554.0,2770.0,2025-02-15
155,India,Perfumes,Amber Spice,1,1109.0,1109.0,2024-10-23
156,India,TShirts,Round Neck,2,1200.0,2400.0,2024-12-18
157,India,TShirts,Printed Tee,3,1023.0,3069.0,2025-02-24
158,India,Water bottles,Sport Bottle,3,1022.0,3066.0,2025-01-22
159,India,Water bottles,Thermo Flask,2,1093.0,2186.0,2024-11-13
160,India,TShirts,Sleeveless,2,1141.0,2282.0,2024-09-23
161,India,Perfumes,Oud Royale,4,979.0,3916.0,2025-04-02
162,India,Perfumes,Oud Royale,5,1167.0,5835.0,2025-01-21
163,India,Jeans,Regular Fit,1,741.0,741.0,2024-08-16
164,India,Perfumes,Amber Spice,5,653.0,3265.0,2025-01-27
165,India,Shoes,Loafers,1,843.0,843.0,2024-08-13
166,India,Jeans,Slim Fit,3,909.0,2727.0,2024-11-15
167,India,Jeans,Tapered,2,1107.0,2214.0,2024-06-15
168,India,Jeans,Bootcut,2,1103.0,2206.0,2024-12-25
169,India,TShirts,Full Sleeve,4,1155.0,4620.0,2024-08-27
170,India,TShirts,Sleeveless,4,930.0,3720.0,2025-01-14
171,India,Jeans,Regular Fit,2,866.0,1732.0,2025-03-11
172,India,Smart Phone,iSmart X,4,990.0,3960.0,2024-05-28
173,India,Jeans,Tapered,4,967.0,3868.0,2024-11-06
174,India,Smart Phone,Moto Edge,2,1023.0,2046.0,2024-08-20
175,India,Water bottles,Sport Bottle,5,833.0,4165.0,2024-09-24
176,India,Jeans,Relaxed Fit,5,562.0,2810.0,2024-10-21
177,India,Smart Phone,Android Pro,4,1178.0,4712.0,2024-09-04
178,India,Smart Phone,Android Pro,1,895.0,895.0,2024-09-15
179,India,Perfumes,Amber Spice,2,988.0,1976.0,2024-12-05
180,India,Water bottles,Glass Bottle,4,605.0,2420.0,2025-02-10
181,India,Jeans,Tapered,5,839.0,4195.0,2025-02-22
182,India,Water bottles,Copper Bottle,1,1150.0,1150.0,2024-05-23
183,India,TShirts,Printed Tee,2,1093.0,2186.0,2024-08-24
184,India,Jeans,Tapered,1,998.0,998.0,2024-12-16
185,India,Water bottles,Copper Bottle,4,1105.0,4420.0,2025-02-06
186,India,Smart Phone,Galaxy S,2,745.0,1490.0,2024-12-11
187,India,Jeans,Relaxed Fit,4,567.0,2268.0,2025-01-08
188,India,Shoes,Sneakers,2,1149.0,2298.0,2024-10-03
189,India,Water bottles,Steel Flask,3,771.0,2313.0,2024-12-15
190,India,Water bottles,Glass Bottle,4,1001.0,4004.0,2025-01-06
191,India,Shoes,Formal Shoes,5,794.0,3970.0,2024-06-16
