SaleId,Country,Category,Product,Qty,Price,Amount,Sale_Date
165,Japan,Perfumes,Citrus Splash,5.0,1668.85,8344.25,2024-10-27
166,Japan,Shoes,Sneakers,5.0,1518.03,7590.15,2024-12-21
167,Japan,TShirts,Full Sleeve,2.0,873.77,1747.54,2025-03-25
168,Japan,Smart Phone,iSmart X,5.0,1377.05,6885.25,2024-06-22
169,Japan,Smart Phone,Android Pro,4.0,1075.41,4301.64,2025-04-27
170,Japan,TShirts,Sleeveless,3.0,1763.93,5291.79,2024-12-27
171,Japan,Jeans,Relaxed Fit,3.0,1701.64,5104.92,2025-03-10
172,Japan,Water bottles,Thermo Flask,2.0,1000.0,2000.0,2024-08-15
173,Japan,Perfumes,Amber Spice,3.0,1775.41,5326.23,2024-12-28
174,Japan,Jeans,Slim Fit,5.0,1872.13,9360.65,2024-05-24
175,Japan,Smart Phone,Android Pro,3.0,891.8,2675.4,2024-06-13
176,Japan,Smart Phone,Pixel Max,4.0,1085.25,4341.0,2024-09-25
177,Japan,TShirts,Sleeveless,3.0,1232.79,3698.37,2025-05-01
178,Japan,Water bottles,Thermo Flask,1.0,1383.61,1383.61,2025-02-23
179,Japan,Perfumes,Oud Royale,3.0,1513.11,4539.33,2024-09-02
180,Japan,Shoes,Sneakers,3.0,831.15,2493.45,2024-07-22
181,Japan,Shoes,Sports Shoes,2.0,1106.56,2213.12,2025-04-27
182,Japan,TShirts,V-Neck,4.0,1019.67,4078.68,2024-07-19
183,Japan,Water bottles,Plastic Sipper,2.0,1327.87,2655.74,2025-01-14
184,Japan,Smart Phone,Galaxy S,5.0,1145.9,5729.5,2024-12-20
185,Japan,TShirts,Round Neck,1.0,1167.21,1167.21,2024-10-09
186,Japan,Water bottles,Copper Bottle,1.0,1860.66,1860.66,2025-03-19
187,Japan,Shoes,Sandals,2.0,1808.2,3616.4,2024-11-21
188,Japan,Smart Phone,Pixel Max,2.0,1672.13,3344.26,2024-11-22
189,Japan,Water bottles,Sport Bottle,2.0,1106.56,2213.12,2025-05-02
190,Japan,Water bottles,Thermo Flask,4.0,1675.41,6701.64,2025-04-21
191,Japan,Smart Phone,Moto Edge,3.0,1809.84,5429.52,2024-07-29
192,Japan,Perfumes,Floral Mist,2.0,1311.48,2622.96,2025-04-27
193,Japan,Shoes,Loafers,1.0,937.7,937.7,2025-04-26
194,Japan,Smart Phone,Android Pro,4.0,1201.64,4806.56,2025-02-08
195,Japan,TShirts,Polo Tee,4.0,1403.28,5613.12,2024-08-18
196,Japan,Water bottles,Glass Bottle,5.0,1718.03,8590.15,2024-05-22
197,Japan,Water bottles,Copper Bottle,4.0,1236.07,4944.28,2025-01-13
198,Japan,Jeans,Skinny Jeans,1.0,1583.61,1583.61,2025-04-16
199,Japan,Perfumes,Citrus Splash,5.0,1034.43,5172.15,2024-10-13
200,Japan,Smart Phone,Pixel Max,1.0,1965.57,1965.57,2025-04-01
