SaleId,Country,Category,Product,Qty,Price,Amount
1047,India,Jeans,Relaxed Fit,1.0,1000.0,1000.0
1048,India,TShirts,Full Sleeve,4.0,1114.0,4456.0
1049,India,Smart Phone,iSmart X,2.0,917.0,1834.0
1050,India,Jeans,Slim Fit,3.0,1159.0,3477.0
1051,India,Water bottles,Copper Bottle,4.0,559.0,2236.0
1052,India,TShirts,V-Neck,,903.0,
1053,India,Perfumes,Lavender Calm,1.0,855.0,855.0
1054,India,TShirts,Round Neck,2.0,673.0,1346.0
1055,India,Water bottles,Steel Flask,,630.0,
1056,India,Water bottles,Sport Bottle,2.0,769.0,1538.0
1057,India,Shoes,Sneakers,5.0,929.0,4645.0
1058,India,Shoes,Formal Shoes,2.0,662.0,1324.0
1059,India,Shoes,Casual Shoes,1.0,654.0,654.0
1060,India,Water bottles,Plastic Sipper,2.0,651.0,1302.0
1061,India,Jeans,Slim Fit,2.0,586.0,1172.0
1062,India,Jeans,Relaxed Fit,2.0,775.0,1550.0
1063,India,Water bottles,Sport Bottle,,511.0,
1064,India,Shoes,Sports Shoes,,812.0,
1065,India,Perfumes,Lavender Calm,2.0,825.0,1650.0
1066,India,Jeans,Bootcut,3.0,690.0,2070.0
1067,India,Smart Phone,Pixel Max,3.0,1021.0,3063.0
1068,India,Shoes,Formal Shoes,5.0,706.0,3530.0
1069,India,Smart Phone,iSmart X,5.0,501.0,2505.0
1070,India,Water bottles,Plastic Sipper,3.0,1008.0,3024.0
1071,India,TShirts,V-Neck,5.0,749.0,3745.0
1072,India,Shoes,Sneakers,4.0,1068.0,4272.0
1073,India,Smart Phone,Pixel Max,1.0,1197.0,1197.0
1074,India,Water bottles,Thermo Flask,1.0,1059.0,1059.0
1075,India,Smart Phone,Galaxy S,1.0,1009.0,1009.0
1076,India,TShirts,Round Neck,2.0,1165.0,2330.0
1077,India,Perfumes,Oud Royale,5.0,742.0,3710.0
1078,India,Perfumes,Oud Royale,,1137.0,
1079,India,Perfumes,,3.0,1091.0,3273.0
1080,India,Perfumes,Citrus Splash,1.0,547.0,547.0
1081,India,Shoes,Sandals,1.0,576.0,576.0
1082,India,Shoes,Sandals,,637.0,
1083,India,Smart Phone,Android Pro,4.0,1003.0,4012.0
1084,India,Jeans,Regular Fit,4.0,561.0,2244.0
1085,India,Jeans,Bootcut,4.0,558.0,2232.0
1086,India,Smart Phone,Android Pro,5.0,1176.0,5880.0
1087,India,Smart Phone,Galaxy S,5.0,1019.0,5095.0
1088,India,TShirts,Round Neck,4.0,505.0,2020.0
1089,India,Perfumes,Ocean Breeze,2.0,710.0,1420.0
1090,India,Smart Phone,Pixel Max,2.0,965.0,1930.0
1091,India,Perfumes,Amber Spice,5.0,1057.0,5285.0
1092,India,TShirts,Sleeveless,5.0,664.0,3320.0
1093,India,Perfumes,Oud Royale,5.0,748.0,3740.0
1094,India,Jeans,Regular Fit,1.0,976.0,976.0
1095,India,Water bottles,Copper Bottle,1.0,915.0,915.0
1096,India,Perfumes,Lavender Calm,1.0,763.0,763.0
1097,India,Smart Phone,Galaxy S,3.0,1171.0,3513.0
1098,India,Water bottles,Copper Bottle,2.0,684.0,1368.0
1099,India,Jeans,Regular Fit,2.0,898.0,1796.0
1100,India,TShirts,Sleeveless,5.0,1179.0,5895.0
1101,India,TShirts,Round Neck,3.0,1136.0,3408.0
1102,India,Smart Phone,Moto Edge,5.0,509.0,2545.0
1103,India,Smart Phone,Pixel Max,5.0,786.0,3930.0
1104,India,Jeans,Slim Fit,1.0,683.0,683.0
1105,India,Jeans,Slim Fit,1.0,757.0,757.0
1106,India,Shoes,Sneakers,4.0,1162.0,4648.0
1107,India,Smart Phone,Moto Edge,4.0,990.0,3960.0
1108,India,Shoes,Sandals,3.0,719.0,2157.0
1109,India,Shoes,Casual Shoes,5.0,1191.0,5955.0
1110,India,Water bottles,Glass Bottle,3.0,1000.0,3000.0
1111,India,TShirts,V-Neck,4.0,548.0,2192.0
1112,India,Smart Phone,iSmart X,4.0,541.0,2164.0
1113,India,Perfumes,Citrus Splash,3.0,864.0,2592.0
1114,India,TShirts,Sleeveless,2.0,980.0,1960.0
1115,India,Perfumes,Ocean Breeze,2.0,655.0,1310.0
1116,India,TShirts,,3.0,1189.0,3567.0
1117,India,Water bottles,Plastic Sipper,2.0,921.0,1842.0
1118,India,TShirts,Round Neck,3.0,525.0,1575.0
1119,India,Shoes,,5.0,913.0,4565.0
1120,India,TShirts,V-Neck,,824.0,
1121,India,TShirts,Polo Tee,2.0,1086.0,2172.0
1122,India,Shoes,Sandals,2.0,1197.0,2394.0
1123,India,Jeans,Skinny Jeans,2.0,1146.0,2292.0
1124,India,Water bottles,Copper Bottle,2.0,1000.0,2000.0
1125,India,Perfumes,Amber Spice,5.0,1162.0,5810.0
1126,India,Shoes,Sneakers,3.0,502.0,1506.0
1127,India,TShirts,Polo Tee,3.0,855.0,2565.0
1128,India,Jeans,Regular Fit,3.0,782.0,2346.0
1129,India,Perfumes,Floral Mist,2.0,597.0,1194.0
1130,India,Smart Phone,Moto Edge,2.0,1172.0,2344.0
1131,India,Shoes,Sandals,2.0,1092.0,2184.0
1132,India,Water bottles,Sport Bottle,2.0,1089.0,2178.0
1133,India,Shoes,Loafers,5.0,676.0,3380.0
1134,India,Shoes,,1.0,692.0,692.0
1135,India,Shoes,Sandals,5.0,1044.0,5220.0
1136,India,Jeans,Bootcut,2.0,667.0,1334.0
1137,India,Water bottles,Glass Bottle,2.0,1165.0,2330.0
1138,India,Jeans,Skinny Jeans,1.0,1018.0,1018.0
1139,India,Water bottles,Steel Flask,5.0,976.0,4880.0
1140,India,Smart Phone,,2.0,647.0,1294.0
1141,India,Smart Phone,Android Pro,3.0,1088.0,3264.0
1142,India,Smart Phone,Android Pro,1.0,927.0,927.0
1143,India,Water bottles,Steel Flask,4.0,1197.0,4788.0
1144,India,Shoes,Sandals,4.0,843.0,3372.0
1145,India,Perfumes,Citrus Splash,2.0,911.0,1822.0
1146,India,Jeans,Regular Fit,5.0,638.0,3190.0
1147,India,Water bottles,Plastic Sipper,5.0,614.0,3070.0
1148,India,Jeans,Tapered,1.0,1097.0,1097.0
1149,India,Jeans,Relaxed Fit,,1130.0,
1150,India,Jeans,Skinny Jeans,5.0,1021.0,5105.0
1151,India,Shoes,Sports Shoes,3.0,563.0,1689.0
1152,India,Smart Phone,Galaxy S,4.0,879.0,3516.0
1153,India,TShirts,Round Neck,3.0,957.0,2871.0
1154,India,Smart Phone,iSmart X,4.0,891.0,3564.0
1155,India,Water bottles,Steel Flask,2.0,1112.0,2224.0
1156,India,Shoes,Loafers,3.0,547.0,1641.0
1157,India,Smart Phone,Galaxy S,3.0,876.0,2628.0
1158,India,Water bottles,Thermo Flask,4.0,818.0,3272.0
1159,India,Smart Phone,Android Pro,3.0,1091.0,3273.0
1160,India,Smart Phone,Moto Edge,3.0,632.0,1896.0
1161,India,Jeans,Slim Fit,4.0,872.0,3488.0
1162,India,Jeans,Tapered,5.0,554.0,2770.0
1163,India,Perfumes,Amber Spice,1.0,1109.0,1109.0
1164,India,TShirts,Round Neck,2.0,1200.0,2400.0
1165,India,TShirts,Printed Tee,3.0,1023.0,3069.0
1166,India,Water bottles,Sport Bottle,3.0,1022.0,3066.0
1167,India,Water bottles,Thermo Flask,2.0,1093.0,2186.0
1168,India,TShirts,Sleeveless,2.0,1141.0,2282.0
1169,India,Perfumes,Oud Royale,4.0,979.0,3916.0
1170,India,Perfumes,Oud Royale,5.0,1167.0,5835.0
1171,India,Jeans,Regular Fit,1.0,741.0,741.0
1172,India,Perfumes,Amber Spice,5.0,653.0,3265.0
1173,India,Shoes,Loafers,1.0,843.0,843.0
1174,India,Jeans,Slim Fit,3.0,909.0,2727.0
1175,India,Jeans,Tapered,2.0,1107.0,2214.0
1176,India,Jeans,Bootcut,2.0,1103.0,2206.0
1177,India,TShirts,Full Sleeve,4.0,1155.0,4620.0
1178,India,TShirts,Sleeveless,4.0,930.0,3720.0
1179,India,Jeans,Regular Fit,2.0,866.0,1732.0
1180,India,Smart Phone,iSmart X,4.0,990.0,3960.0
1181,India,Jeans,Tapered,4.0,967.0,3868.0
1182,India,Smart Phone,Moto Edge,2.0,1023.0,2046.0
1183,India,Water bottles,Sport Bottle,5.0,833.0,4165.0
1184,India,Jeans,Relaxed Fit,5.0,562.0,2810.0
1185,India,Smart Phone,Android Pro,4.0,1178.0,4712.0
1186,India,Smart Phone,Android Pro,1.0,895.0,895.0
1187,India,Perfumes,Amber Spice,2.0,988.0,1976.0
1188,India,Water bottles,Glass Bottle,4.0,605.0,2420.0
1189,India,Jeans,Tapered,5.0,839.0,4195.0
1190,India,Water bottles,Copper Bottle,1.0,1150.0,1150.0
1191,India,TShirts,Printed Tee,2.0,1093.0,2186.0
1192,India,Jeans,Tapered,1.0,998.0,998.0
1193,India,Water bottles,Copper Bottle,4.0,1105.0,4420.0
1194,India,Smart Phone,Galaxy S,2.0,745.0,1490.0
1195,India,Jeans,Relaxed Fit,4.0,567.0,2268.0
1196,India,Shoes,Sneakers,2.0,1149.0,2298.0
1197,India,Water bottles,Steel Flask,3.0,771.0,2313.0
1198,India,Water bottles,Glass Bottle,4.0,1001.0,4004.0
1199,India,Shoes,Formal Shoes,5.0,794.0,3970.0
