SaleId,Country,Category,Product,Qty,Price,Amount
1054,Norway,Shoes,Loafers,5.0,76.7,383.5
1055,Norway,TShirts,Printed Tee,4.0,117.51,470.04
1056,Norway,Jeans,Tapered,1.0,130.86,130.86
1057,Norway,Jeans,Slim Fit,3.0,78.72,236.16
1058,Norway,Perfumes,Ocean Breeze,5.0,63.98,319.9
1059,Norway,Jeans,Bootcut,3.0,132.24,396.72
1060,Norway,TShirts,Round Neck,5.0,85.26,426.3
1061,Norway,Shoes,Loafers,5.0,94.21,471.05
1062,Norway,Jeans,Tapered,3.0,66.37,199.11
1063,Norway,Jeans,Bootcut,5.0,131.86,659.3
1064,Norway,Water bottles,Copper Bottle,4.0,126.83,507.32
1065,Norway,Water bottles,Steel Flask,1.0,117.63,117.63
1066,Norway,Shoes,Formal Shoes,2.0,149.87,299.74
1067,Norway,Perfumes,Ocean Breeze,3.0,80.6,241.8
1068,Norway,Shoes,Sandals,3.0,80.48,241.44
1069,Norway,Smart Phone,Galaxy S,1.0,124.69,124.69
1070,Norway,Water bottles,Copper Bottle,1.0,88.41,88.41
1071,Norway,TShirts,Full Sleeve,2.0,88.16,176.32
1072,Norway,Smart Phone,iSmart X,3.0,113.85,341.55
1073,Norway,Perfumes,Lavender Calm,1.0,78.09,78.09
1074,Norway,Shoes,Casual Shoes,1.0,143.07,143.07
1075,Norway,Smart Phone,Galaxy S,4.0,94.33,377.32
1076,Norway,Jeans,Bootcut,3.0,112.72,338.16
1077,Norway,TShirts,Sleeveless,4.0,79.09,316.36
1078,Norway,Shoes,Formal Shoes,5.0,135.89,679.45
1079,Norway,Shoes,Loafers,4.0,109.57,438.28
1080,Norway,Perfumes,Floral Mist,3.0,71.54,214.62
1081,Norway,Shoes,Sneakers,3.0,148.49,445.47
1082,Norway,Smart Phone,Pixel Max,1.0,120.53,120.53
1083,Norway,Shoes,Sneakers,1.0,67.63,67.63
1084,Norway,Perfumes,,2.0,95.59,191.18
1085,Norway,Jeans,Regular Fit,2.0,123.05,246.1
1086,Norway,Water bottles,Thermo Flask,3.0,81.61,244.83
1087,Norway,Shoes,Sports Shoes,5.0,120.53,602.65
1088,Norway,TShirts,Polo Tee,1.0,116.37,116.37
1089,Norway,Jeans,Tapered,3.0,140.18,420.54
1090,Norway,Water bottles,Plastic Sipper,4.0,99.87,399.48
1091,Norway,Perfumes,Amber Spice,5.0,116.12,580.6
1092,Norway,TShirts,V-Neck,1.0,70.78,70.78
1093,Norway,Perfumes,Lavender Calm,3.0,110.58,331.74
1094,Norway,Jeans,Tapered,4.0,119.65,478.6
1095,Norway,Shoes,Sports Shoes,4.0,77.83,311.32
1096,Norway,Shoes,Formal Shoes,5.0,104.28,521.4
1097,Norway,Smart Phone,Android Pro,3.0,145.59,436.77
1098,Norway,Jeans,Tapered,1.0,143.95,143.95
1099,Norway,Smart Phone,Pixel Max,5.0,64.74,323.7
1100,Norway,Jeans,Slim Fit,4.0,132.37,529.48
1101,Norway,Shoes,Sandals,5.0,121.16,605.8
1102,Norway,Smart Phone,Galaxy S,5.0,123.93,619.65
1103,Norway,TShirts,V-Neck,5.0,128.09,640.45
1104,Norway,Shoes,Loafers,2.0,89.92,179.84
1105,Norway,TShirts,Printed Tee,5.0,104.53,522.65
1106,Norway,TShirts,V-Neck,4.0,87.28,349.12
1107,Norway,Water bottles,Glass Bottle,3.0,103.65,310.95
1108,Norway,Water bottles,Glass Bottle,2.0,85.14,170.28
1109,Norway,Perfumes,Floral Mist,5.0,116.88,584.4
1110,Norway,Perfumes,Citrus Splash,,102.77,
1111,Norway,Water bottles,Copper Bottle,1.0,119.65,119.65
1112,Norway,Water bottles,Thermo Flask,1.0,82.12,82.12
1113,Norway,Water bottles,Glass Bottle,2.0,70.15,140.3
1114,Norway,Shoes,Sports Shoes,3.0,115.37,346.11
1115,Norway,Shoes,Sandals,5.0,144.96,724.8
1116,Norway,Shoes,Casual Shoes,4.0,134.63,538.52
1117,Norway,Shoes,,3.0,122.29,366.87
1118,Norway,Water bottles,Sport Bottle,3.0,69.14,207.42
1119,Norway,Smart Phone,Moto Edge,3.0,89.17,267.51
1120,Norway,Shoes,Sports Shoes,5.0,70.4,352.0
1121,Norway,TShirts,V-Neck,4.0,79.35,317.4
1122,Norway,Jeans,Skinny Jeans,5.0,94.84,474.2
1123,Norway,Perfumes,Citrus Splash,3.0,96.47,289.41
1124,Norway,TShirts,Polo Tee,2.0,126.2,252.4
1125,Norway,Water bottles,Plastic Sipper,1.0,88.04,88.04
1126,Norway,Perfumes,Citrus Splash,4.0,82.75,331.0
1127,Norway,Smart Phone,iSmart X,1.0,126.45,126.45
1128,Norway,TShirts,Sleeveless,2.0,91.18,182.36
1129,Norway,Water bottles,Sport Bottle,3.0,142.57,427.71
1130,Norway,Shoes,Sneakers,4.0,136.65,546.6
1131,Norway,Perfumes,Oud Royale,5.0,88.16,440.8
1132,Norway,Shoes,,3.0,107.93,323.79
1133,Norway,Jeans,Regular Fit,3.0,145.47,436.41
1134,Norway,Smart Phone,Galaxy S,1.0,103.65,103.65
1135,Norway,Jeans,Bootcut,4.0,93.83,375.32
1136,Norway,TShirts,V-Neck,4.0,86.65,346.6
1137,Norway,Perfumes,Oud Royale,3.0,75.94,227.82
1138,Norway,Jeans,Slim Fit,5.0,88.04,440.2
1139,Norway,Smart Phone,Galaxy S,4.0,72.54,290.16
1140,Norway,Shoes,Sandals,3.0,99.87,299.61
1141,Norway,Shoes,Sneakers,5.0,84.01,420.05
1142,Norway,Smart Phone,Android Pro,5.0,150.5,752.5
1143,Norway,Perfumes,,1.0,141.69,141.69
1144,Norway,Water bottles,Glass Bottle,4.0,117.63,470.52
1145,Norway,Perfumes,Oud Royale,1.0,100.88,100.88
1146,Norway,TShirts,Sleeveless,5.0,113.98,569.9
1147,Norway,Water bottles,Glass Bottle,4.0,148.99,595.96
1148,Norway,Jeans,Slim Fit,3.0,107.3,321.9
1149,Norway,Jeans,Bootcut,,137.28,
1150,Norway,Smart Phone,OnePlus Neo,5.0,97.86,489.3
1151,Norway,Water bottles,Glass Bottle,1.0,92.82,92.82
1152,Norway,TShirts,Printed Tee,4.0,71.54,286.16
1153,Norway,TShirts,Sleeveless,1.0,93.95,93.95
1154,Norway,Jeans,Relaxed Fit,3.0,143.2,429.6
1155,Norway,Smart Phone,Moto Edge,3.0,66.5,199.5
1156,Norway,Perfumes,Ocean Breeze,1.0,129.22,129.22
1157,Norway,Perfumes,Floral Mist,4.0,145.72,582.88
1158,Norway,Smart Phone,Moto Edge,2.0,128.72,257.44
1159,Norway,TShirts,Round Neck,3.0,142.7,428.1
1160,Norway,Water bottles,Thermo Flask,4.0,93.45,373.8
1161,Norway,TShirts,Polo Tee,3.0,135.14,405.42
1162,Norway,Jeans,Skinny Jeans,4.0,100.76,403.04
1163,Norway,Smart Phone,Galaxy S,5.0,99.87,499.35
1164,Norway,TShirts,Round Neck,4.0,65.49,261.96
1165,Norway,TShirts,V-Neck,4.0,97.1,388.4
1166,Norway,Perfumes,Citrus Splash,3.0,106.93,320.79
1167,Norway,Smart Phone,Moto Edge,4.0,133.5,534.0
1168,Norway,Water bottles,Glass Bottle,4.0,63.48,253.92
1169,Norway,Jeans,Slim Fit,2.0,94.33,188.66
1170,Norway,Perfumes,Floral Mist,4.0,131.61,526.44
1171,Norway,Shoes,Casual Shoes,4.0,78.97,315.88
1172,Norway,Shoes,Sneakers,5.0,85.26,426.3
1173,Norway,Jeans,Regular Fit,5.0,104.16,520.8
1174,Norway,Perfumes,Oud Royale,2.0,67.38,134.76
1175,Norway,TShirts,Sleeveless,3.0,81.11,243.33
1176,Norway,Water bottles,Sport Bottle,2.0,80.1,160.2
1177,Norway,Perfumes,Citrus Splash,2.0,151.13,302.26
1178,Norway,Perfumes,Floral Mist,5.0,133.5,667.5
1179,Norway,Jeans,Relaxed Fit,5.0,95.59,477.95
1180,Norway,TShirts,Polo Tee,4.0,89.42,357.68
1181,Norway,Shoes,Sneakers,1.0,71.66,71.66
1182,Norway,Water bottles,Copper Bottle,4.0,73.3,293.2
1183,Norway,Smart Phone,iSmart X,2.0,86.65,173.3
1184,Norway,TShirts,,,126.07,
1185,Norway,Water bottles,Thermo Flask,1.0,138.04,138.04
1186,Norway,Perfumes,Citrus Splash,1.0,124.81,124.81
1187,Norway,Perfumes,Oud Royale,2.0,106.05,212.1
1188,Norway,Shoes,Loafers,2.0,71.16,142.32
1189,Norway,Perfumes,Oud Royale,4.0,122.92,491.68
1190,Norway,Water bottles,Glass Bottle,5.0,92.7,463.5
1191,Norway,Smart Phone,iSmart X,5.0,115.99,579.95
1192,Norway,Shoes,Loafers,2.0,150.88,301.76
1193,Norway,TShirts,Printed Tee,2.0,77.71,155.42
1194,Norway,TShirts,Printed Tee,5.0,110.83,554.15
1195,Norway,Perfumes,Lavender Calm,2.0,79.22,158.44
1196,Norway,Shoes,Sports Shoes,3.0,102.14,306.42
1197,Norway,Perfumes,Ocean Breeze,4.0,119.65,478.6
1198,Norway,Jeans,Bootcut,3.0,88.66,265.98
1199,Norway,Smart Phone,iSmart X,2.0,101.26,202.52
