SaleId,Country,Category,Product,Qty,Price,Amount
1088,Germany,Jeans,Tapered,2.0,8.95,17.9
1089,Germany,Shoes,Sports Shoes,5.0,10.31,51.55
1090,Germany,Smart Phone,Pixel Max,4.0,7.18,28.72
1091,Germany,Water bottles,Steel Flask,4.0,13.04,52.16
1092,Germany,Shoes,Casual Shoes,5.0,11.88,59.4
1093,Germany,Jeans,Slim Fit,2.0,10.49,20.98
1094,Germany,Jeans,Bootcut,4.0,8.28,33.12
1095,Germany,Shoes,Sports Shoes,,10.43,
1096,Germany,Water bottles,Copper Bottle,4.0,13.34,53.36
1097,Germany,Shoes,Loafers,,9.39,
1098,Germany,TShirts,V-Neck,5.0,7.87,39.35
1099,Germany,Jeans,Skinny Jeans,1.0,12.58,12.58
1100,Germany,Shoes,,2.0,11.01,22.02
1101,Germany,TShirts,V-Neck,5.0,7.37,36.85
1102,Germany,Shoes,Loafers,4.0,10.29,41.16
1103,Germany,Shoes,Formal Shoes,2.0,12.86,25.72
1104,Germany,Smart Phone,Android Pro,2.0,12.58,25.16
1105,Germany,Smart Phone,OnePlus Neo,1.0,7.62,7.62
1106,Germany,TShirts,Polo Tee,5.0,9.27,46.35
1107,Germany,Shoes,Casual Shoes,1.0,6.64,6.64
1108,Germany,TShirts,Round Neck,3.0,9.44,28.32
1109,Germany,Smart Phone,Android Pro,1.0,11.62,11.62
1110,Germany,Water bottles,Sport Bottle,4.0,8.5,34.0
1111,Germany,Perfumes,Floral Mist,5.0,9.52,47.6
1112,Germany,Water bottles,Glass Bottle,2.0,9.14,18.28
1113,Germany,Water bottles,Glass Bottle,4.0,12.18,48.72
1114,Germany,Smart Phone,Moto Edge,5.0,11.41,57.05
1115,Germany,Shoes,Formal Shoes,3.0,7.72,23.16
1116,Germany,Smart Phone,,3.0,8.35,25.05
1117,Germany,Jeans,Regular Fit,4.0,11.16,44.64
1118,Germany,Jeans,Slim Fit,2.0,6.85,13.7
1119,Germany,TShirts,Sleeveless,5.0,11.37,56.85
1120,Germany,Jeans,,2.0,7.23,14.46
1121,Germany,Jeans,Bootcut,2.0,6.13,12.26
1122,Germany,Water bottles,Copper Bottle,4.0,6.47,25.88
1123,Germany,Jeans,Regular Fit,5.0,12.78,63.9
1124,Germany,TShirts,V-Neck,3.0,8.66,25.98
1125,Germany,Water bottles,Thermo Flask,1.0,6.94,6.94
1126,Germany,Shoes,Sneakers,2.0,10.69,21.38
1127,Germany,TShirts,Polo Tee,3.0,9.55,28.65
1128,Germany,Smart Phone,Galaxy S,4.0,9.52,38.08
1129,Germany,Jeans,Tapered,2.0,11.47,22.94
1130,Germany,Perfumes,Lavender Calm,1.0,8.93,8.93
1131,Germany,Jeans,Relaxed Fit,3.0,12.34,37.02
1132,Germany,Smart Phone,Moto Edge,4.0,6.91,27.64
1133,Germany,TShirts,Full Sleeve,3.0,10.34,31.02
1134,Germany,Smart Phone,Android Pro,5.0,8.76,43.8
1135,Germany,TShirts,Polo Tee,3.0,8.43,25.29
1136,Germany,Perfumes,Oud Royale,5.0,12.08,60.4
1137,Germany,Jeans,Regular Fit,3.0,8.82,26.46
1138,Germany,Smart Phone,iSmart X,1.0,8.59,8.59
1139,Germany,Smart Phone,Galaxy S,2.0,12.62,25.24
1140,Germany,Water bottles,,2.0,10.96,21.92
1141,Germany,Water bottles,Glass Bottle,5.0,5.95,29.75
1142,Germany,Jeans,Bootcut,4.0,12.13,48.52
1143,Germany,Water bottles,Sport Bottle,3.0,11.43,34.29
1144,Germany,TShirts,Sleeveless,2.0,10.73,21.46
1145,Germany,TShirts,Printed Tee,5.0,7.36,36.8
1146,Germany,Water bottles,Steel Flask,1.0,7.54,7.54
1147,Germany,TShirts,Polo Tee,2.0,8.37,16.74
1148,Germany,TShirts,Printed Tee,4.0,7.3,29.2
1149,Germany,Smart Phone,Android Pro,5.0,9.08,45.4
1150,Germany,Water bottles,Steel Flask,4.0,13.05,52.2
1151,Germany,Jeans,Relaxed Fit,3.0,12.09,36.27
1152,Germany,Shoes,Sandals,,9.05,
1153,Germany,TShirts,Polo Tee,4.0,8.7,34.8
1154,Germany,Jeans,Tapered,4.0,11.74,46.96
1155,Germany,Shoes,Sandals,3.0,10.06,30.18
1156,Germany,Shoes,Casual Shoes,1.0,12.64,12.64
1157,Germany,Perfumes,Amber Spice,4.0,10.22,40.88
1158,Germany,TShirts,Full Sleeve,1.0,6.82,6.82
1159,Germany,Jeans,Slim Fit,4.0,10.67,42.68
1160,Germany,TShirts,Full Sleeve,5.0,8.6,43.0
1161,Germany,Water bottles,Sport Bottle,3.0,12.69,38.07
1162,Germany,Jeans,Regular Fit,2.0,7.23,14.46
1163,Germany,Jeans,Tapered,3.0,10.64,31.92
1164,Germany,Smart Phone,Moto Edge,1.0,7.81,7.81
1165,Germany,Smart Phone,OnePlus Neo,1.0,6.55,6.55
1166,Germany,TShirts,Sleeveless,1.0,8.35,8.35
1167,Germany,Shoes,Formal Shoes,4.0,7.73,30.92
1168,Germany,Perfumes,Floral Mist,,8.83,
1169,Germany,Smart Phone,Pixel Max,2.0,8.12,16.24
1170,Germany,Water bottles,Plastic Sipper,2.0,6.61,13.22
1171,Germany,Shoes,Loafers,2.0,5.96,11.92
1172,Germany,Jeans,Regular Fit,4.0,7.19,28.76
1173,Germany,Jeans,Slim Fit,1.0,8.26,8.26
1174,Germany,TShirts,Printed Tee,3.0,11.62,34.86
1175,Germany,Shoes,Sneakers,3.0,10.5,31.5
1176,Germany,Perfumes,Citrus Splash,4.0,7.22,28.88
1177,Germany,Shoes,Sneakers,4.0,10.99,43.96
1178,Germany,Jeans,Regular Fit,1.0,7.2,7.2
1179,Germany,Water bottles,Glass Bottle,5.0,8.94,44.7
1180,Germany,Perfumes,Amber Spice,1.0,11.41,11.41
1181,Germany,TShirts,Full Sleeve,1.0,8.24,8.24
1182,Germany,Perfumes,Amber Spice,4.0,7.69,30.76
1183,Germany,TShirts,Polo Tee,3.0,11.66,34.98
1184,Germany,Perfumes,Ocean Breeze,5.0,9.33,46.65
1185,Germany,Water bottles,Steel Flask,2.0,10.12,20.24
1186,Germany,Shoes,Sandals,4.0,10.78,43.12
1187,Germany,Jeans,Regular Fit,,12.99,
1188,Germany,Jeans,Relaxed Fit,,9.87,
1189,Germany,Jeans,Tapered,1.0,9.77,9.77
1190,Germany,Water bottles,Steel Flask,1.0,11.89,11.89
1191,Germany,Shoes,Sandals,1.0,7.99,7.99
1192,Germany,Smart Phone,OnePlus Neo,1.0,7.07,7.07
1193,Germany,Water bottles,Glass Bottle,1.0,11.23,11.23
1194,Germany,TShirts,Round Neck,5.0,11.43,57.15
1195,Germany,Shoes,Sandals,4.0,7.23,28.92
1196,Germany,Shoes,Sandals,2.0,11.84,23.68
1197,Germany,Perfumes,Ocean Breeze,1.0,13.31,13.31
1198,Germany,Smart Phone,Moto Edge,5.0,7.18,35.9
1199,Germany,Smart Phone,Moto Edge,5.0,11.38,56.9
